Taxa	Flow_col
PI594217A	2
PI594217B	2
PI594217C	2
PI594219	2
PI594225A	1
PI594225B	1
PI594227A	2
PI594227B	2
PI594233A	1
PI594233B	1
PI594235	1
PI594238	1
PI594240	2
PI594245A	2
PI594245B	2
PI594247	2
PI594249	2
PI594250	2
PI594252A	NA
PI594252B	2
PI594254	1
PI594255	2
PI594261	2
PI594267	1
PI594268A	1
PI594268B	1
PI594276	NA
PI594279	2
PI594280A	1
PI594280B	1
PI594280C	1
PI594280D	1
PI594280E	1
PI594282	NA
PI594283	NA
PI594286	NA
PI594288	1
PI594289	2
PI594295	2
PI594296	NA
PI594297	2
PI594298	NA
PI594301	NA
PI594302	2
PI594304A	NA
PI594304B	1
PI594305	2
PI594307	2
PI594308	NA
PI594314	NA
PI594319	NA
PI594386	NA
PI594392	1
PI594393	1
PI594394	1
PI594395	NA
PI594397A	1
PI594397B	1
PI594398A	1
PI594398B	2
PI594399A	1
PI594399C	1
PI594400	1
PI594401A	1
PI594401B	2
PI594401C	2
PI594401D	2
PI594401E	2
PI594402	2
PI594403	2
PI594404	2
PI594405	1
PI594406	2
PI594407	1
PI594408	2
PI594409A	1
PI594409B	1
PI594410	2
PI594411	2
PI594412	2
PI594413	1
PI594414A	2
PI594414B	1
PI594415A	2
PI594415B	2
PI594416	2
PI594417	2
PI594418A	1
PI594418B	1
PI594418C	1
PI594418D	2
PI594418E	1
PI594419	1
PI594420	1
PI594421	2
PI594422	2
PI594423	2
PI594424	2
PI594425	1
PI594426A	2
PI594426B	2
PI594427A	2
PI594427B	2
PI594427C	2
PI594428	1
PI594429	2
PI594430A	2
PI594430B	2
PI594430C	2
PI594430D	2
PI594430E	2
PI594431	2
PI594432	2
PI594433A	2
PI594433B	2
PI594433C	1
PI594434	1
PI594435	NA
PI594436	1
PI594437	2
PI594438	2
PI594439A	1
PI594439B	1
PI594440	1
PI594441	1
PI594442A	1
PI594442B	1
PI594443	2
PI594444A	1
PI594444B	1
PI594445	2
PI594446	1
PI594447	2
PI594448A	1
PI594448B	1
PI594449	2
PI594450	2
PI594451	1
PI594452	1
PI594453	2
PI594454A	1
PI594454B	1
PI594455A	1
PI594455B	2
PI594456A	2
PI594456B	2
PI594457A	2
PI594457B	2
PI594458A	2
PI594458B	1
PI594459	1
PI594460	1
PI594461A	2
PI594461B	1
PI594462	1
PI594463A	2
PI594463B	2
PI594464	2
PI594465	NA
PI594466	2
PI594467	1
PI594468	1
PI594469A	2
PI594469B	2
PI594470A	1
PI594470B	2
PI594470C	1
PI594470D	NA
PI594471A	2
PI594471B	2
PI594471C	1
PI594471D	1
PI594471E	2
PI594473	1
PI594474	2
PI594475A	1
PI594475B	2
PI594476	2
PI594477	1
PI594478	2
PI594479	2
PI594480A	2
PI594480B	1
PI594480C	2
PI594481	2
PI594482	2
PI594483	2
PI594484	2
PI594485	2
PI594486A	2
PI594486B	1
PI594486C	1
PI594487	2
PI594488	1
PI594489	1
PI594490	2
PI594491	2
PI594492A	2
PI594492B	2
PI594493	1
PI594494A	2
PI594494B	1
PI594495	2
PI594496	1
PI594497	NA
PI594498A	1
PI594498B	1
PI594499	2
PI594500A	2
PI594500B	1
PI594500C	1
PI594500D	1
PI594501A	1
PI594501B	1
PI594502	1
PI594503	2
PI594504	NA
PI594505A	2
PI594505B	1
PI594506	NA
PI594507	2
PI594508	1
PI594509A	2
PI594509B	NA
PI594510A	1
PI594510B	1
PI594510C	NA
PI594511A	1
PI594511B	2
PI594511C	2
PI594512A	2
PI594512B	1
PI594512C	1
PI594512D	1
PI594513	1
PI594514	NA
PI594515	1
PI594516	NA
PI594517	NA
PI594518	NA
PI594519	NA
PI594520	NA
PI594521	NA
PI594522	NA
PI594523	NA
PI594524	NA
PI594525	NA
PI594526	NA
PI594527	NA
PI594528	NA
PI594529	NA
PI594530	NA
PI594531	NA
PI594532	NA
PI594533A	NA
PI594533B	NA
PI594534	NA
PI594535	NA
PI594536	2
PI594537	NA
PI594538A	NA
PI594538B	NA
PI594539	NA
PI594540	NA
PI594541	NA
PI594542	NA
PI594543	NA
PI594544	NA
PI594545	NA
PI594546	NA
PI594547	2
PI594548	2
PI594549A	1
PI594549B	2
PI594549C	2
PI594550	2
PI594551	2
PI594552A	NA
PI594552B	NA
PI594553	2
PI594554	NA
PI594555A	2
PI594555B	1
PI594556	2
PI594557A	2
PI594557B	1
PI594558	2
PI594559	NA
PI594560A	2
PI594560B	NA
PI594560C	NA
PI594561	2
PI594562A	2
PI594562B	NA
PI594563	NA
PI594564	2
PI594566	NA
PI594567A	2
PI594567B	2
PI594567C	1
PI594567D	2
PI594568A	2
PI594568B	2
PI594568C	2
PI594569	NA
PI594570A	2
PI594570B	2
PI594571	NA
PI594572A	2
PI594572B	2
PI594573	2
PI594574	2
PI594575	NA
PI594576	2
PI594577	2
PI594578	2
PI594579	2
PI594580	2
PI594581	2
PI594582	2
PI594583	2
PI594584	2
PI594585	1
PI594586A	1
PI594586B	2
PI594586C	2
PI594587	1
PI594588	2
PI594589	2
PI594590	2
PI594591A	2
PI594591B	1
PI594592	2
PI594593	2
PI594594	2
PI594595	2
PI594596	2
PI594597	NA
PI594598A	NA
PI594598B	NA
PI594599	2
PI594600	1
PI594601	1
PI594602	1
PI594603A	2
PI594603B	2
PI594604	1
PI594605A	2
PI594605B	2
PI594606	1
PI594607	1
PI594608A	1
PI594608B	1
PI594609	1
PI594610	1
PI594611	1
PI594612	1
PI594613	2
PI594614A	2
PI594614B	1
PI594615	2
PI594616	2
PI594617	1
PI594618A	2
PI594618B	2
PI594618C	2
PI594618D	2
PI594619	1
PI594620	1
PI594621	2
PI594622	2
PI594623	2
PI594624	1
PI594625	1
PI594626	1
PI594627A	2
PI594627B	2
PI594628	2
PI594629	2
PI594630	2
PI594631A	2
PI594631B	2
PI594632	1
PI594633	2
PI594634	2
PI594635A	2
PI594635B	2
PI594635C	2
PI594635D	1
PI594636	1
PI594637	2
PI594638A	2
PI594638B	2
PI594639	1
PI594640	2
PI594641	1
PI594642	2
PI594643	2
PI594644A	2
PI594644B	1
PI594645	2
PI594646	2
PI594647A	2
PI594647B	1
PI594648A	1
PI594648B	1
PI594649	2
PI594650A	2
PI594650B	1
PI594651	1
PI594652A	1
PI594652B	1
PI594653	2
PI594654	2
PI594655	2
PI594656	2
PI594657	2
PI594658	2
PI594659A	2
PI594659B	2
PI594659C	2
PI594660A	1
PI594660B	2
PI594660C	2
PI594660D	2
PI594661	1
PI594662A	1
PI594662B	1
PI594663	2
PI594664	2
PI594665	2
PI594666A	2
PI594666B	2
PI594667	1
PI594668	2
PI594669	2
PI594670A	1
PI594670B	1
PI594670C	1
PI594670D	1
PI594671	2
PI594672	2
PI594673	1
PI594674A	1
PI594674B	1
PI594674C	2
PI594675	1
PI594676	2
PI594677	1
PI594678	2
PI594679	1
PI594680	2
PI594681	2
PI594682A	1
PI594682B	1
PI594683A	2
PI594683B	2
PI594683C	2
PI594684	NA
PI594685A	1
PI594685B	1
PI594686	2
PI594687	2
PI594688	2
PI594689	1
PI594690A	2
PI594690B	2
PI594691	1
PI594692	2
PI594693A	1
PI594693B	2
PI594694	2
PI594695	2
PI594696A	1
PI594696B	1
PI594697	2
PI594698	1
PI594699	1
PI594700A	1
PI594700B	1
PI594701	1
PI594702	2
PI594703	1
PI594704	1
PI594705	1
PI594706	1
PI594707	2
PI594708A	1
PI594708B	1
PI594709	1
PI594710	1
PI594711A	1
PI594711B	1
PI594712	1
PI594713	1
PI594714	1
PI594716A	NA
PI594716B	NA
PI594717A	2
PI594717B	2
PI594718A	NA
PI594718B	NA
PI594719	2
PI594720	NA
PI594721	2
PI594722	NA
PI594723	NA
PI594724	NA
PI594725	NA
PI594726	NA
PI594727	NA
PI594728A	NA
PI594728B	NA
PI594729	NA
PI594730A	NA
PI594730B	NA
PI594731	NA
PI594732	NA
PI594733	NA
PI594734	NA
PI594735	NA
PI594736	2
PI594737	NA
PI594738A	1
PI594738B	1
PI594739A	2
PI594739B	2
PI594740A	2
PI594740B	2
PI594740C	2
PI594741A	NA
PI594741B	NA
PI594742	NA
PI594743	NA
PI594744	NA
PI594745A	NA
PI594745B	NA
PI594746	NA
PI594747A	NA
PI594747B	NA
PI594748A	NA
PI594748B	NA
PI594749	NA
PI594750	NA
PI594751A	1
PI594751B	1
PI594751C	1
PI594751D	1
PI594752	NA
PI594753A	2
PI594753B	NA
PI594753C	2
PI594754	NA
PI594755	NA
PI594756	2
PI594757	NA
PI594758A	2
PI594758B	2
PI594758C	2
PI594759A	2
PI594759B	2
PI594759C	2
PI594759D	1
PI594760A	2
PI594760B	NA
PI594761	2
PI594762	NA
PI594763A	NA
PI594763B	NA
PI594764	NA
PI594765	NA
PI594766	2
PI594767A	NA
PI594767B	NA
PI594768	NA
PI594769	NA
PI594770A	NA
PI594770B	2
PI594771	NA
PI594772A	NA
PI594772B	NA
PI594773	NA
PI594774	2
PI594775	1
PI594776	2
PI594777	1
PI594778	1
PI594779	1
PI594780	1
PI594781	2
PI594782	2
PI594783	NA
PI594784A	2
PI594784B	2
PI594785	2
PI594786A	2
PI594786B	NA
PI594787	NA
PI594788	NA
PI594789A	2
PI594789B	2
PI594790A	1
PI594790C	2
PI594791	1
PI594792A	2
PI594792B	2
PI594793	2
PI594794A	2
PI594794B	2
PI594795	1
PI594796	2
PI594797	2
PI594798	1
PI594799A	1
PI594799B	2
PI594800	2
PI594801A	1
PI594801B	1
PI594802A	2
PI594802B	1
PI594802C	2
PI594802D	2
PI594803A	1
PI594803B	2
PI594804	2
PI594805A	2
PI594805B	2
PI594806	2
PI594807A	1
PI594807B	1
PI594808	2
PI594809A	2
PI594809B	2
PI594810A	2
PI594810B	2
PI594811	2
PI594812	2
PI594813	NA
PI594814	1
PI594815	NA
PI594816	2
PI594817	1
PI594818	1
PI594819	2
PI594820A	2
PI594820B	2
PI594820C	2
PI594821A	2
PI594821B	1
PI594822	NA
PI594823	1
PI594824	NA
PI594825	2
PI594826A	2
PI594826B	NA
PI594827	NA
PI594828A	2
PI594828B	2
PI594829	2
PI594830	NA
PI594831	2
PI594832A	2
PI594832B	2
PI594833	2
PI594834A	2
PI594834B	2
PI594835A	2
PI594835B	2
PI594836	2
PI594837A	NA
PI594837B	NA
PI594837C	NA
PI594838	NA
PI594839A	2
PI594839B	NA
PI594840	NA
PI594841A	2
PI594841B	NA
PI594842	1
PI594843	2
PI594844	2
PI594845	2
PI594846	2
PI594847	2
PI594848	NA
PI594849	NA
PI594850	NA
PI594851	NA
PI594852A	NA
PI594852B	NA
PI594852C	NA
PI594853	1
PI594854	1
PI594855	2
PI594856	2
PI594857	1
PI594858A	2
PI594858B	2
PI594859	1
PI594860	1
PI594861	1
PI594862	1
PI594863A	NA
PI594863B	NA
PI594864	2
PI594865	2
PI594866	2
PI594867	2
PI594868	1
PI594869	NA
PI594870	2
PI594871	2
PI594872	2
PI594873	2
PI594874	2
PI594875A	2
PI594875B	2
PI594876	NA
PI594877	2
PI594878	1
PI594879	2
PI594880	1
PI594881	1
PI594882A	1
PI594882B	1
PI594883	2
PI594884	1
PI594885A	1
PI594885B	1
PI594885C	2
PI594886	2
PI594887	2
PI594888	2
PI594889	2
PI594890	1
PI594891	NA
PI594892	NA
PI594894	2
PI594895	2
PI594896	2
PI594897	2
PI594898	1
PI594899A	1
PI594899B	1
PI594900A	2
PI594900B	2
PI594901	1
PI594902	2
PI594903	2
PI594904	1
PI594908	NA
PI594922	2
PI595081	2
PI595099	1
PI595363	1
PI595645	2
PI595753	2
PI595754	1
PI595765	1
PI595843	2
PI595926	2
PI596407	2
PI596412	2
PI596413	2
PI596414	2
PI596525	2
PI596526	2
PI596527	1
PI596540	2
PI596541	2
PI596752	2
PI597380	NA
PI597381	2
PI597382	2
PI597383	NA
PI597384	NA
PI597385	NA
PI597386	2
PI597387	2
PI597388	2
PI597389	2
PI597390	2
PI597391A	2
PI597391B	1
PI597391C	2
PI597393	2
PI597394	2
PI597395	2
PI597397A	NA
PI597397B	NA
PI597398	1
PI597399	2
PI597400	1
PI597402	2
PI597403A	2
PI597403B	2
PI597404	NA
PI597405A	2
PI597405B	NA
PI597405C	NA
PI597405D	NA
PI597406	NA
PI597407A	NA
PI597407B	NA
PI597408	2
PI597409	NA
PI597411A	NA
PI597411B	2
PI597412	2
PI597413	2
PI597415	NA
PI597416	1
PI597417	2
PI597419	NA
PI597420	NA
PI597421	NA
PI597422	2
PI597423	1
PI597425	1
PI597426	NA
PI597427A	NA
PI597427B	NA
PI597428	2
PI597429	NA
PI597430A	2
PI597430B	1
PI597431	1
PI597432	NA
PI597433	1
PI597434	1
PI597435	1
PI597436	1
PI597439	NA
PI597440A	NA
PI597440B	NA
PI597440C	NA
PI597441	2
PI597442	NA
PI597443	NA
PI597444	NA
PI597445	NA
PI597446	NA
PI597447	1
PI597448A	NA
PI597448B	NA
PI597448C	NA
PI597448D	NA
PI597449	NA
PI597450A	NA
PI597450B	NA
PI597451A	NA
PI597451B	NA
PI597451C	NA
PI597452A	NA
PI597452B	NA
PI597452C	NA
PI597453	NA
PI597454A	NA
PI597454B	NA
PI597455	NA
PI597456	NA
PI597457A	NA
PI597457B	NA
PI597458A	NA
PI597458B	NA
PI597458C	NA
PI597459A	NA
PI597459B	NA
PI597459C	NA
PI597459D	NA
PI597460A	NA
PI597460B	NA
PI597461A	NA
PI597461B	NA
PI597461C	NA
PI597462A	NA
PI597462B	NA
PI597462C	NA
PI597464	1
PI597465	1
PI597467	1
PI597468	NA
PI597469	1
PI597470	2
PI597471A	NA
PI597471B	NA
PI597471D	NA
PI597471E	NA
PI597472	NA
PI597473	2
PI597474	2
PI597475A	2
PI597475B	2
PI597476	2
PI597477	2
PI597478A	2
PI597478B	2
PI597479	2
PI597480A	1
PI597480B	1
PI597481	2
PI597482	1
PI597483	2
PI597484	1
PI597485	1
PI597486	2
PI597487	NA
PI597649	1
PI597651	2
PI597652	2
PI597653	2
PI597654	2
PI597655	2
PI597656	2
PI597657	2
PI597658	2
PI597659	2
PI597660	2
PI597661	2
PI597662	2
PI597663	2
PI597664	NA
PI598124	2
PI598222	2
PI598358	2
PI59845	1
PI59849	2
PI599299	NA
PI599300	NA
PI599333	NA
PI599508	2
PI599509	2
PI599811	2
PI601982	NA
PI601983	1
PI601984	1
PI602059	2
PI602060	2
PI602447	1
PI602448	1
PI602449	2
PI602450	2
PI602451	2
PI602452	2
PI602453	2
PI602454	NA
PI602455	2
PI602490	1
PI602491	2
PI602492	2
PI602493	2
PI602496	1
PI602497A	NA
PI602497B	2
PI602498	NA
PI602499	2
PI602500A	2
PI602500B	2
PI602501	2
PI602502A	1
PI602502B	2
PI602593	NA
PI602594	2
PI602597	NA
PI60269-2	2
PI60269	1
PI60272	2
PI60273	2
PI60279	1
PI602896	2
PI602897	2
PI60296-1	2
PI60296-2	1
PI60296	1
PI602991	1
PI602992	1
PI602993	1
PI602994	1
PI602996	2
PI603146	NA
PI603147	2
PI603148	NA
PI603149	2
PI603150	2
PI603151A	1
PI603151B	1
PI603152	NA
PI603153	2
PI603154	1
PI603155	1
PI603156	1
PI603157	1
PI603158	2
PI603159	2
PI603160	2
PI603161	1
PI603162	1
PI603163	2
PI603164	2
PI603165A	1
PI603165B	2
PI603166	1
PI603167	2
PI603168	2
PI603169	2
PI603170	2
PI603171	2
PI603172	2
PI603173	1
PI603174A	1
PI603174B	1
PI603175	2
PI603176A	2
PI603176B	2
PI603178	1
PI603180	1
PI603181	2
PI603182	2
PI603183	1
PI603184	2
PI603185	2
PI603186	2
PI603187	1
PI603188	2
PI603189	2
PI603190	1
PI603191	1
PI603192	2
PI603193	2
PI603194	1
PI603195	2
PI603196	2
PI603197	2
PI603198	2
PI603199	2
PI603200	2
PI603201	2
PI603202	2
PI603203	2
PI603204	NA
PI603205	2
PI603218	1
PI603290	NA
PI603291	2
PI603292	NA
PI603293A	NA
PI603293B	NA
PI603294	2
PI603295	2
PI603296	1
PI603297	2
PI603298	NA
PI603299	2
PI603300	NA
PI603301A	1
PI603301B	2
PI603302	NA
PI603303	1
PI603304	NA
PI603305	NA
PI603306	NA
PI603307	NA
PI603308A	NA
PI603308B	NA
PI603309	NA
PI603310	NA
PI603311	NA
PI603312	NA
PI603313	2
PI603314	2
PI603315	NA
PI603316	2
PI603317	2
PI603318	1
PI603319	2
PI603320	1
PI603321	NA
PI603322	1
PI603323	NA
PI603324A	2
PI603324B	NA
PI603325	NA
PI603326	2
PI603327	NA
PI603328	2
PI603329	NA
PI603330	NA
PI603331	NA
PI603332	NA
PI603333	1
PI603334	2
PI603335A	1
PI603335B	1
PI603336	1
PI603337A	NA
PI603337B	NA
PI603338	NA
PI603339A	2
PI603339B	NA
PI603340	1
PI603341	NA
PI603342	NA
PI603343A	NA
PI603343B	NA
PI603344	NA
PI603345	NA
PI603346A	1
PI603346B	1
PI603347	1
PI603348A	NA
PI603348B	NA
PI603348C	1
PI603349	NA
PI603350	NA
PI603351	NA
PI603352	NA
PI603353	NA
PI603354	NA
PI603355	NA
PI603356	NA
PI603357	NA
PI603358A	1
PI603358B	1
PI603359	NA
PI603360	NA
PI603361	NA
PI603362	NA
PI603363A	1
PI603363B	1
PI603364	1
PI603365	1
PI603366	1
PI603367	NA
PI603368	2
PI603369	1
PI603370	1
PI603371	NA
PI603372	1
PI603373	NA
PI603374	2
PI603375	NA
PI603376	NA
PI603377	NA
PI603378A	NA
PI603378B	NA
PI603379	1
PI603380	NA
PI603381A	2
PI603381B	2
PI603381C	1
PI603382A	NA
PI603382B	1
PI603383	NA
PI603384	1
PI603385	2
PI603386	1
PI603387	2
PI603388	NA
PI603389	1
PI603390A	1
PI603390B	NA
PI603391	1
PI603392	2
PI603393	1
PI603394	1
PI603395	1
PI603396	1
PI603397	2
PI603398A	1
PI603398B	1
PI603399	1
PI603400	NA
PI603401	1
PI603402	2
PI603403	2
PI603404	2
PI603405A	1
PI603405B	1
PI603406	1
PI603407	1
PI603408	NA
PI603409	1
PI603410	1
PI603411	2
PI603412A	1
PI603412B	2
PI603413	2
PI603414	1
PI603415	1
PI603416	1
PI603417	1
PI603418A	2
PI603418B	1
PI603418C	2
PI603418D	1
PI603419A	2
PI603419B	2
PI603419C	1
PI603420	2
PI603421A	2
PI603421B	2
PI603422A	1
PI603422B	NA
PI603422C	NA
PI603422D	NA
PI603423A	2
PI603423B	2
PI603424A	1
PI603424B	NA
PI603424C	NA
PI603424D	NA
PI603425	2
PI603426A	2
PI603426B	2
PI603426C	2
PI603426D	1
PI603426E	2
PI603426F	NA
PI603426G	2
PI603427A	NA
PI603427B	NA
PI603427C	1
PI603428A	NA
PI603428B	1
PI603428C	1
PI603428D	2
PI603429A	1
PI603429B	1
PI603429C	NA
PI603429D	2
PI603430A	1
PI603430B	NA
PI603431	NA
PI603432A	2
PI603432B	2
PI603432C	NA
PI603433A	2
PI603433B	2
PI603434	1
PI603435A	2
PI603435B	NA
PI603436A	1
PI603436B	2
PI603437A	1
PI603437B	2
PI603437C	2
PI603438A	NA
PI603438B	NA
PI603438C	2
PI603438D	1
PI603438E	2
PI603439	NA
PI603440A	2
PI603440B	NA
PI603440C	NA
PI603441	1
PI603442	2
PI603443A	NA
PI603443B	NA
PI603443C	2
PI603444A	2
PI603444B	NA
PI603444C	2
PI603444D	NA
PI603444E	NA
PI603445A	NA
PI603445B	2
PI603446	2
PI603447	NA
PI603448	1
PI603449	1
PI603450	1
PI603451A	1
PI603451B	1
PI603452	1
PI603453	2
PI603454	1
PI603455A	2
PI603455B	1
PI603456	1
PI603457A	2
PI603457B	1
PI603457C	1
PI603458A	1
PI603458B	2
PI603458C	2
PI603459	1
PI603460	1
PI603461	1
PI603462	1
PI603463	1
PI603464	2
PI603465A	NA
PI603465B	1
PI603465C	2
PI603465D	2
PI603466A	1
PI603466B	1
PI603467	1
PI603468	1
PI603469	1
PI603470	1
PI603471	1
PI603472A	2
PI603472B	2
PI603472C	2
PI603472D	2
PI603473	1
PI603474	1
PI603475	1
PI603476	1
PI603477A	1
PI603477B	1
PI603478	1
PI603479	NA
PI603480	1
PI603481	1
PI603482	1
PI603483	1
PI603484	1
PI603485	1
PI603486	1
PI603487A	2
PI603487B	2
PI603487C	2
PI603488	1
PI603489	1
PI603490	1
PI603491	1
PI603492	1
PI603493	2
PI603494	1
PI603495A	1
PI603495B	2
PI603496A	2
PI603496B	1
PI603497	2
PI603498A	1
PI603498B	1
PI603499	1
PI603500	1
PI603501	2
PI603502A	2
PI603502B	2
PI603502C	2
PI603502D	2
PI603503	2
PI603504	2
PI603505	1
PI603506	1
PI603507	1
PI603508	1
PI603509	1
PI603510	1
PI603511A	1
PI603511B	1
PI603511C	1
PI603512	NA
PI603513A	2
PI603513B	1
PI603514	1
PI603515	1
PI603516	2
PI603517A	2
PI603517B	1
PI603518	1
PI603519	1
PI603520	1
PI603521	1
PI603522	1
PI603523	1
PI603524	2
PI603525	1
PI603526	1
PI603527A	2
PI603527B	2
PI603528	1
PI603529	2
PI603530A	1
PI603530B	1
PI603530C	2
PI603531A	2
PI603531B	2
PI603532	1
PI603533	1
PI603534A	2
PI603534B	1
PI603535	1
PI603536	1
PI603537A	1
PI603537B	1
PI603537C	1
PI603537D	2
PI603538A	1
PI603538B	2
PI603538C	2
PI603538D	1
PI603538E	1
PI603538F	1
PI603539A	2
PI603539B	1
PI603539C	1
PI603539D	1
PI603540A	1
PI603540B	1
PI603541A	2
PI603541B	1
PI603542	2
PI603543A	2
PI603543B	2
PI603543C	2
PI603543D	2
PI603543E	2
PI603544A	2
PI603544B	2
PI603545A	2
PI603545B	1
PI603546A	NA
PI603546B	2
PI603547	2
PI603548A	1
PI603548B	1
PI603549	2
PI603550	2
PI603551A	2
PI603551B	1
PI603551C	2
PI603552	2
PI603553	2
PI603554A	2
PI603554B	2
PI603555	2
PI603556	2
PI603557	2
PI603558	2
PI603559	2
PI603560	2
PI603561	NA
PI603562A	1
PI603562B	1
PI603563A	2
PI603563B	2
PI603563C	2
PI603564A	2
PI603564B	2
PI603564C	2
PI603565	1
PI603566	NA
PI603567A	1
PI603567B	2
PI603568	2
PI603569A	2
PI603569B	1
PI603570A	2
PI603570B	2
PI603570C	1
PI603570D	2
PI603571A	1
PI603571B	1
PI603571C	1
PI603572	1
PI603573A	1
PI603573B	1
PI603574	2
PI603575	2
PI603576A	1
PI603576B	1
PI603577	2
PI603578	1
PI603579	1
PI603580	1
PI603581	1
PI603582	2
PI603583	2
PI603584	1
PI603585A	2
PI603585B	2
PI603586	2
PI603587A	NA
PI603587B	1
PI603587C	1
PI603588	2
PI603589	1
PI603590	2
PI603591	2
PI603592	2
PI603593	1
PI603594	NA
PI603595	NA
PI603596	1
PI603597	2
PI603598A	1
PI603598B	1
PI603599A	1
PI603599B	2
PI603600	2
PI603601	2
PI603602	NA
PI603603	NA
PI603604	NA
PI603605	2
PI603606	NA
PI603608	2
PI603609	1
PI603610A	1
PI603610B	NA
PI603611A	1
PI603611B	1
PI603612	1
PI603613	2
PI603614A	1
PI603614B	NA
PI603615A	2
PI603615B	1
PI603616	1
PI603617	1
PI603618	1
PI603619	1
PI603620	1
PI603621	NA
PI603622	NA
PI603623	1
PI603624	1
PI603625	1
PI603626	NA
PI603627	2
PI603628	1
PI603629A	1
PI603629B	1
PI603630	1
PI603631	2
PI603632	NA
PI603633	1
PI603634	1
PI603635	1
PI603636	1
PI603637A	1
PI603637B	1
PI603638	2
PI603639	NA
PI603640	2
PI603641	1
PI603642	2
PI603643	NA
PI603644	2
PI603645	1
PI603646	NA
PI603647	1
PI603648	1
PI603649	2
PI603650	2
PI603651	2
PI603652	NA
PI603653	2
PI603654	2
PI603655	2
PI603656	2
PI603658	1
PI603659	1
PI603660	2
PI603661A	1
PI603661B	NA
PI603662A	1
PI603662B	1
PI603663	1
PI603664	2
PI603665	2
PI603666	NA
PI603667A	1
PI603667B	2
PI603668A	2
PI603668B	NA
PI603669	1
PI603670	1
PI603671	2
PI603672A	2
PI603672B	NA
PI603673A	1
PI603673B	NA
PI603673C	2
PI603673D	2
PI603673E	1
PI603673F	2
PI603673G	2
PI603674	2
PI603675	2
PI603676	2
PI603677A	2
PI603677B	2
PI603678A	1
PI603678B	2
PI603679	1
PI603680	NA
PI603681A	2
PI603681B	2
PI603682	2
PI603683	1
PI603684	2
PI603685A	2
PI603685B	2
PI603686	2
PI603687A	1
PI603687B	1
PI603688	1
PI603689	1
PI603690	2
PI603691	2
PI603692	1
PI603693A	1
PI603693B	1
PI603694A	2
PI603694B	1
PI603695	NA
PI603696	2
PI603697	2
PI603698A	1
PI603698B	NA
PI603698C	2
PI603698D	NA
PI603698E	NA
PI603698F	2
PI603698G	2
PI603698H	NA
PI603698I	NA
PI603698J	1
PI603700	2
PI603701	2
PI603702A	1
PI603702B	2
PI603703A	2
PI603703B	2
PI603704A	NA
PI603704B	2
PI603705A	2
PI603705B	NA
PI603706A	1
PI603706B	1
PI603707	2
PI603708	NA
PI603709	NA
PI603711A	1
PI603711B	1
PI603712	2
PI603713	2
PI603714	1
PI603715	2
PI603716	2
PI603717	2
PI603718A	2
PI603718B	1
PI603719A	2
PI603719B	2
PI603719C	2
PI603720	1
PI603721	1
PI603722	2
PI603723	1
PI603724A	2
PI603724B	NA
PI603724C	1
PI603724D	2
PI603724E	2
PI603725	1
PI603726	1
PI603727	NA
PI603728	2
PI603729	2
PI603730A	1
PI603730B	1
PI603730C	1
PI603730D	1
PI603730E	2
PI603731A	2
PI603731B	2
PI603732A	1
PI603732B	1
PI603733	1
PI603734	2
PI603735A	2
PI603735B	1
PI603736	2
PI603737A	2
PI603737B	2
PI603737C	2
PI603738	1
PI603739	2
PI603740A	NA
PI603740B	NA
PI603741A	1
PI603741B	NA
PI603742A	2
PI603742B	2
PI603742C	2
PI603742D	2
PI603743A	2
PI603743B	2
PI603744	1
PI603745	1
PI603746	2
PI603747	2
PI603748	1
PI603749	1
PI603750A	NA
PI603750B	NA
PI603751A	2
PI603751B	2
PI603752	2
PI603753A	2
PI603753B	1
PI603754	NA
PI603755A	2
PI603755B	2
PI603755C	2
PI603755D	1
PI603755E	1
PI603756	1
PI603757A	2
PI603757B	1
PI603757C	1
PI603758A	NA
PI603758B	NA
PI603758C	NA
PI603758D	NA
PI603758E	NA
PI603759A	2
PI603759B	NA
PI603760	2
PI603761	NA
PI603764A	NA
PI603764B	2
PI603764C	NA
PI603765	NA
PI603767	NA
PI603768	NA
PI603769	NA
PI603770	NA
PI603772	NA
PI603774	NA
PI603775A	NA
PI603775B	NA
PI603776	NA
PI603777	2
PI603778	NA
PI603780	NA
PI603781	NA
PI603782	NA
PI603783	NA
PI603784	NA
PI603785	2
PI603786	2
PI603787	2
PI603900	2
PI603907	2
PI603908	1
PI603909A	1
PI603909B	2
PI603909C	2
PI603910A	1
PI603910B	2
PI603910C	2
PI603910D	1
PI603911A	NA
PI603911B	1
PI603911C	1
PI603912	2
PI603913A	2
PI603913B	2
PI603913C	2
PI603913D	1
PI603914	2
PI603915A	NA
PI603915B	NA
PI603915C	2
PI603915D	1
PI603915E	1
PI603916	1
PI603917	1
PI603953	2
PI604100	2
PI604463	NA
PI604464	2
PI605411	2
PI605743A	NA
PI605743B	NA
PI605744	NA
PI605745A	NA
PI605745B	NA
PI605745C	NA
PI605750	NA
PI605751	NA
PI605752	NA
PI605753	NA
PI605754	2
PI605755	2
PI605756	NA
PI605757	2
PI605758A	2
PI605758B	2
PI605758C	NA
PI605758D	2
PI605759	NA
PI605760	2
PI605761	2
PI605763	2
PI605764A	2
PI605764B	2
PI605765A	NA
PI605765B	NA
PI605767A	NA
PI605767B	2
PI605768	NA
PI605769	NA
PI605770	NA
PI605771	NA
PI605772	2
PI605773	1
PI605774	1
PI605775	2
PI605776	2
